numero_colombia,nombre_colombia,codigo_cie10_colombia,codigo_cie10_formateado,encontrado,nivel_confianza,orpha_number,nombre_orphanet,codigos_cie10_orphanet,similitud,observaciones_colombia
1235,Muerte infantil súbita - disgenesia de los testículos,G908,G90.8,True,Alta,,Síndrome de muerte infantil súbita-disgenesia de los testículos,G90.8,100,
1237,"Mutación EDA-ID, AD (NFKBIA)",D828,D82.8,True,Alta,,Displasia ectodérmica hipohidrótica con inmunodeficiencia,D82.8,100,
1238,"Mutación EDA-ID, XL (Deficiencia NEMO)",Q782,Q78.2,True,Alta,,Displasia ectodérmica hipohidrótica con inmunodeficiencia,D82.8,100,Código corregido de 0782 a Q782
1247,Nefropatía sordera hiperparatiroidismo,Q878,Q87.8,True,Alta,,Síndrome de nefropatía-sordera-hiperparatiroidismo,Q87.8,100,Código corregido de 0878 a Q878
1251,Neuroaxonal distrofia acidosis tubular,N258,N25.8,True,Alta,,OBSOLETO: Síndrome de distrofia neuroaxonal-acidosis tubular renal,,100,
1255,Neurofibromatosis,Q871,Q87.1,True,Alta,,Neurofibromatosis tipo 1,Q85.0,100,Código corregido de 0871 a Q871
1256,Neurofibromatosis tipo 2,Q850,Q85.0,True,Alta,,Schwannomatosis en mosaico asociada al gen NF2,Q85.0,100,
1259,Neuropatía axonal aguda motora y sensitiva,G610,G61.0,True,Alta,,Neuropatía axonal motora aguda,G61.0,100,
1261,Neuropatía con discapacidad auditiva,G600,G60.0,True,Alta,,Neuropatía con discapacidad auditiva,G60.8,100,
1270,Neuropatía axonal gigante 20 familias Sinostosis múltiple,G608,G60.8,True,Alta,,Neuropatía axonal gigante,G60.8,100,
1271,Neutropenia cíclica,D7OX,D7OX,True,Alta,,Neutropenia cíclica,D70,100,
1272,Neutropenia congénita benigna,D7OX,D7OX,True,Alta,,Neutropenia congénita,D70,100,
1273,Neutropenia congénita grave,D7OX,D7OX,True,Alta,,Neutropenia congénita grave,,100,
1274,"Neutropenia congénita grave, autosómica y dominante",D7OX,D7OX,True,Alta,,Neutropenia congénita grave autosómica dominante,D70,100,
1275,"Neutropenia congénita severa, bases desconocidas",D7OX,D7OX,True,Alta,,Neutropenia congénita,D70,100,
1277,"Neutropenia, congénita grave, ligada at cromosoma X",D7OX,D7OX,True,Alta,,Neutropenia congénita grave,,100,
1284,Obesidad por Déficit de pro-opiomelanocortin,E668,E66.8,True,Alta,,Obesidad por deficiencia de pro-opiomelanocortin,E66.8,100,
1290,Odontodisplasia regional,K004,K00.4,True,Alta,,Odontodisplasia regional,K00.4,100,
1291,Odontoleucodistrofia,E752,E75.2,True,Alta,,Odontoleucodistrofia,E75.2,100,
1293,Omodisplasia,Q788,Q78.8,True,Alta,,Omodisplasia,Q78.8,100,Código corregido de 0788 a Q788
1294,Onfalocele,Q792,Q79.2,True,Alta,,Onfalocele,Q79.2,100,Código corregido de 0792 a Q792
1296,Opsismodisplasia,Q788,Q78.8,True,Alta,,Opsismodisplasia,Q78.8,100,Código corregido de 0788 a Q788
1299,Osteocondromas múltiples,Q786,Q78.6,True,Alta,,Osteocondromas múltiples,Q78.6,100,Código corregido de 0786 a Q786
1300,Osteocondromatosis carpotarsiana,Q748,Q74.8,True,Alta,,Osteocondromatosis carpotarsiana,D16.9,100,Código corregido de 0748 a Q748
1303,Osteodistrofia hereditaria de Albright,E201,E20.1,True,Alta,,Osteodistrofia hereditaria de Albright,,100,
1304,Osteogénesis imperfecta,Q780,Q78.0,True,Alta,,Osteogénesis imperfecta,Q78.0,100,Código corregido de 0780 a Q780
1305,Osteogénesis imperfecta - retinopatia - convulsiones - Déficit intelectual,Q878,Q87.8,True,Alta,,Osteogénesis imperfecta,Q78.0,100,Código corregido de 0878 a Q878
1306,Osteogénesis imperfecta microcefalia cataratas,Q780,Q78.0,True,Alta,,Síndrome de osteogénesis imperfecta-microcefalia-cataratas,Q78.0,100,Código corregido de 0780 a Q780
1307,"Osteólisis del talón, rótula y escafoides, Sindrome de -",XXXX,XXXX,True,Alta,,Osteólisis de talón-rótula-escafoides,M89.5,100,
1308,Osteomielitis multifocal crónica recurrente juvenil,M863,M86.3,True,Alta,,OBSOLETO: Osteomielitis multifocal crónica recurrente juvenil,,100,
1310,Osteopetrosis - hipogammaglobulinemia,Q782,Q78.2,True,Alta,,Síndrome de osteopetrosis-hipogammaglobulinemia,Q78.2,100,Código corregido de 0782 a Q782
1311,Osteopetrosis de Albers-Schbnberg,Q782,Q78.2,True,Alta,,Osteopetrosis,Q78.2,100,Código corregido de 0782 a Q782
1312,Osteopetrosis dominante de tipo 1,Q782,Q78.2,True,Alta,,Osteopetrosis dominante tipo 1,Q78.2,100,Código corregido de 0782 a Q782
1313,Osteopetrosis maligna autosómica recesiva 0782 —1,XXXX,XXXX,True,Alta,,Osteopetrosis maligna autosómica recesiva,Q78.2,100,Sin código asignado
1314,"Osteopetrosis, autosómica recesiva leve, forma intermedia",Q782,Q78.2,True,Alta,,Osteopetrosis intermedia,Q78.2,100,Código corregido de 0782 a Q782
1315,Osteoporosis hipopigmentación óculo cutánea,XXXX,XXXX,True,Alta,,Hipopigmentación,,100,
1316,Osteoporosis pseudoglioma Síndrome,Q875,Q87.5,True,Alta,,Síndrome de osteoporosis-pseudoglioma,Q87.5,100,Código corregido de 0875 a Q875
1317,Osteosclerosis - ictiosis - fallo ovárico prematuro,XXXX,XXXX,True,Alta,,Síndrome de osteosclerosis-ictiosis-fallo ovárico prematuro,M85.8,100,
1334,Pancreatitis aguda recurrente,K850,K85.0,True,Alta,,NO ES ENFERMEDAD RARA EN EUROPA: Pancreatitis aguda recurrente,,100,
1335,Pancreatitis crónica hereditaria,K861,K86.1,True,Alta,,Pancreatitis crónica hereditaria autosómica dominante,K86.1,100,
1336,Pancreatoblastoma,C251,C25.1,True,Alta,,Pancreatoblastoma,C25.1,100,
1340,Paquidermoperiostosis,M894,M89.4,True,Alta,,Paquidermoperiostosis,M89.4,100,
1341,Paquioniquia congénita,Q845,Q84.5,True,Alta,,Paquioniquia congénita,Q84.5,100,Código corregido de 0845 a Q845
1344,Parálisis periódica hipercalemica,G723,G72.3,True,Alta,,Parálisis periódica,G72.3,100,
1345,Parálisis periódica hipocalemica,G723,G72.3,True,Alta,,Parálisis periódica,G72.3,100,
1346,Parálisis periódica no especificada,G723,G72.3,True,Alta,,Parálisis periódica,G72.3,100,
1347,Parálisis periódica normocalemica,G723,G72.3,True,Alta,,Parálisis periódica,G72.3,100,
1348,Parálisis periódica tirotóxica,G723,G72.3,True,Alta,,Parálisis periódica tirotóxica,G72.3,100,
1349,Parálisis supranuclear progresiva,G231,G23.1,True,Alta,,Parálisis supranuclear progresiva,G23.1,100,
1350,Parálisis supranuclear progresiva - Síndrome corticobasal,G231,G23.1,True,Alta,,Parálisis supranuclear progresiva,G23.1,100,
1354,Paraplejía espástica autosómica dominante tipo 9,G114,G11.4,True,Alta,,OBSOLETO: Paraparesia espástica autosómica dominante tipo 9,,100,
1370,Paraplejía espástica autosómica recesiva tipo 26,G114,G11.4,True,Alta,,Paraparesia espástica autosómica recesiva tipo 26,G11.4,100,
1386,Penfigoide bulloso,L120,L12.0,True,Alta,,Penfigoide ampolloso,L12.0,100,
1389,Periarteritis nodosa,M300,M30.0,True,Alta,,Poliarteritis nodosa,M30.0,100,
1393,Picnoacondrogénesis,Q770,Q77.0,True,Alta,,Picnoacondrogénesis,Q78.8,100,Código corregido de 0770 a Q770
1394,Picnodisostosis,Q788,Q78.8,True,Alta,,Picnodisostosis,Q78.8,100,Código corregido de 0788 a Q788
1395,Piebaldismo.,E703,E70.3,True,Alta,,Piebaldismo,E70.3,100,
1396,Pili Torti onicodisplasia,Q841,Q84.1,True,Alta,,Pili torti,Q84.1,100,Código corregido de 0841 a Q841
1399,Plagiocefalia aislada,Q673,Q67.3,True,Alta,,OBSOLETO: Plagiocefalia aislada,,100,Código corregido de 0673 a Q673
1401,"PLAID (mutación en PICG22, Hipogamaglobulinemia, urticaria por frio)",L502,L50.2,True,Alta,,Deficiencia de anticuerpos asociada a PLCG2 y desregulación inmunológica,L50.2,100,
1404,Poiquilodermia con neutropenia,D828,D82.8,True,Alta,,Poiquilodermia con neutropenia,D82.8,100,
1405,Poiquilodermia de Kindler,Q818,Q81.8,True,Alta,,Epidermolisis ampollosa de Kindler,Q81.8,100,Código corregido de 0818 a Q818
1406,"Poliartritis, factor reumatoide negativo",M083,M08.3,True,Alta,,OBSOLETO: Artritis idiopática juvenil factor reumatoide negativo sin anticuerpos antinucleares,,100,
1407,"Poliartritis, factor reumatoide positivo",M080,M08.0,True,Alta,,Artritis idiopática juvenil poliarticular factor reumatoide positivo,M08.0,100,
1409,Polidactilia en espejo - segmentación vertebral anomalias de los miembros,Q872,Q87.2,True,Alta,,Polidactilia central,Q69.0,100,Código corregido de 0872 a Q872
1413,Poliposis adenomatosa familiar,D126,D12.6,True,Alta,,Poliposis adenomatosa familiar,D12.6,100,
1414,Poliposis con capuchón,D126,D12.6,True,Alta,,Poliposis con capuchón,D12.6,100,
1418,Polisindactilia - malformación cardíaca,Q878,Q87.8,True,Alta,,Síndrome de polisindactilia-malformación cardíaca,Q87.8,100,Código corregido de 0878 a Q878
1419,Porfiria aguda intermitente,E802,E80.2,True,Alta,,Porfiria aguda intermitente,E80.2,100,
1422,Porfiria hepática crónica,E802,E80.2,True,Alta,,Porfiria,"E80.1, E80.2",100,
1423,Poroqueratosis palmoplantar de Mantoux,Q828,Q82.8,True,Alta,,Poroqueratosis palmoplantar de Mantoux,,100,Código corregido de 0828 a Q828
1426,Progeria,E348,E34.8,True,Alta,,Síndrome de Hutchinson-Gilford,E34.8,100,
1427,Progeria talla baja nevi pigmentados -,XXXX,XXXX,True,Alta,,Síndrome de Hutchinson-Gilford,E34.8,100,Sin código asignado
1430,Protoporfiria eritropoyética,E800,E80.0,True,Alta,,Protoporfiria eritropoyética ligada al cromosoma X,E80.0,100,
1431,Pseudoacondroplasia,Q778,Q77.8,True,Alta,,Pseudoacondroplasia,Q77.8,100,Código corregido de 0778 a Q778
1432,Pseudoartrosis congénita de clavícula,Q740,Q74.0,True,Alta,,Pseudoartrosis congénita de clavícula,Q74.0,100,Código corregido de 0740 a Q740
1433,Pseudohipoaldosteronismo tipo 1,N258,N25.8,True,Alta,,Pseudohipoaldosteronismo tipo 1,N25.8,100,
1434,Pseudomixoma peritoneal,C786,C78.6,True,Alta,,Pseudomixoma peritoneal,C78.6,100,
1435,Pseudoprogeria,Q878,Q87.8,True,Alta,,Síndrome de pseudoprogeria,Q87.8,100,Código corregido de 0878 a Q878
1437,Pseudoxantoma elástico,Q828,Q82.8,True,Alta,,Pseudoxantoma elástico,Q82.8,100,Código corregido de 0828 a Q828
1439,Ptosis - estrabismo - pupilas ectópicas,Q870,Q87.0,True,Alta,,Síndrome de ptosis-estrabismo-pupilas ectópicas,Q10.0,100,Código corregido de 0870 a Q870
1440,Pulgar trifalángico - braquiectrodactilia,Q748,Q74.8,True,Alta,,Síndrome del pulgar trifalángico-braquiectrodactilia,Q74.8,100,Código corregido de 0748 a Q748
1441,Pulgares ausentes talla baja inmunodeficiencia,D828,D82.8,True,Alta,,Síndrome de pulgares ausentes-talla baja-inmunodeficiencia,D82.8,100,
1446,Queratitis estromal,H163,H16.3,True,Alta,,Queratitis estromal,H16.3,100,
1447,Queratoconjuntivitis atópica,H162,H16.2,True,Alta,,Queratoconjuntivitis atópica,H16.2,100,
1453,"Queratodermia palmoplantar difusa, tipo Norrbotten dominante",Q828,Q82.8,True,Alta,,Queratodermia palmoplantar difusa,,100,Código corregido de 0828 a Q828
1454,Queratosis folicular enanismo atrofia cerebral,Q871,Q87.1,True,Alta,,Enfermedad de Darier,Q82.8,100,Código corregido de 0871 a Q871
1455,Queratosis palmaris et plantaris - clinodactilia,Q828,Q82.8,True,Alta,,Síndrome de queratosis palmaris et plantaris-clinodactilia,Q82.8,100,Código corregido de 0828 a Q828
1456,Queratosis palmoplantar - periodontopatía - onicogriposis,Q828,Q82.8,True,Alta,,Síndrome de Haim-Munk,Q82.8,100,Código corregido de 0828 a Q828
1457,Querubismo (mutación en SH3BP2),K108,K10.8,True,Alta,,Querubismo,K10.8,100,
1458,Quintos metacarpianos cortos - resistencia a la insulina,E138,E13.8,True,Alta,,Síndrome de quintos metacarpianos cortos-resistencia a la insulina,E34.8,100,
1459,"Receptor de plaquetas ADP P2Y12 por fármacos antitrombóticos, Déficit de",D698,D69.8,True,Alta,,Hiperplasia suprarrenal congénita por deficiencia de citocromo P450 oxidoreductasa,E25.0,100,
1461,Reticulohistiocitosis multicéntrica,D763,D76.3,True,Alta,,Reticulohistiocitosis multicéntrica,D76.3,100,
1465,Retinosquisis ligada al cromosoma X,Q141,Q14.1,True,Alta,,Retinosquisis ligada al cromosoma X,Q14.1,100,Código corregido de 0141 a Q141
1467,Retraso en el crecimiento por Déficit en el factor de crecimiento insulinico de tipo 1,E343,E34.3,True,Alta,,Hiperplasia suprarrenal congénita por deficiencia de citocromo P450 oxidoreductasa,E25.0,100,
1469,Retraso global del desarrollo - osteopenia - defecto ectodérmico,Q878,Q87.8,True,Alta,,Síndrome de retraso global del desarrollo-osteopenia-defecto ectodérmico,Q87.8,100,Código corregido de 0878 a Q878
1473,Retraso mental ligado al cromosoma X - acromegalia - hiperactividad,Q878,Q87.8,True,Alta,,Acromegalia,E22.0,100,Código corregido de 0878 a Q878
1478,Retraso mental ligado al cromosoma X - hipogonadismo - ictiosis - obesidad - baja estatura,Q878,Q87.8,True,Alta,,Ictiosis,,100,Código corregido de 0878 a Q878
1510,Retraso mental y del crecimiento - disostosis mandibulo facial - microcefalia - fisura palatina,Q870,Q87.0,True,Alta,,Disostosis,,100,Código corregido de 0870 a Q870
1511,Retraso psicomotor provocado por Déficit de S-adenosil homocisteína hidrolasa,E721,E72.1,True,Alta,,Hiperplasia suprarrenal congénita por deficiencia de citocromo P450 oxidoreductasa,E25.0,100,
1516,Romboencefalosinapsis,Q043,Q04.3,True,Alta,,Romboencefalosinapsis,Q04.3,100,Código corregido de 0043 a Q043
1517,Sarcoidosis,D869,D86.9,True,Alta,,Sarcoidosis,"D86.0, D86.1, D86.9, D86.2, D86.3, D86.8",100,
1518,Sarcosinemia,E725,E72.5,True,Alta,,Sarcosinemia,E72.5,100,
1522,"SCN4, todas las otras",D7OX,D7OX,True,Alta,,Neutropenia congénita grave por deficiencia de G6PC3,D70,100,
1524,Sialidosis tipo 1,E771,E77.1,True,Alta,,Sialidosis tipo 1,E77.1,100,
1525,Sialidosis tipo 2,E771,E77.1,True,Alta,,Sialidosis tipo 2,E77.1,100,
1526,Sindactilia - telecanto - malformaciones renales y anogenitales,Q878,Q87.8,True,Alta,,Síndrome de sindactilia-telecanto-malformaciones renales y anogenitales,Q87.8,100,Código corregido de 0878 a Q878
1531,Sindrome 3C,Q878,Q87.8,True,Alta,,Síndrome 3C,Q87.8,100,Código corregido de 0878 a Q878
1532,Síndrome 3M,Q871,Q87.1,True,Alta,,Síndrome 3M,Q87.1,100,Código corregido de 0871 a Q871
1533,Sindrome acrocalloso,Q040,Q04.0,True,Alta,,Síndrome acrocalloso,Q04.0,100,Código corregido de 0040 a Q040
1534,Síndrome acromegaloide hipertricosis,Q870,Q87.0,True,Alta,,Síndrome de hipertricosis-apariencia facial acromegaloide,,100,Código corregido de 0870 a Q870
1535,Síndrome acro-pectoral,Q740,Q74.0,True,Alta,,Síndrome acro-pectoral,Q74.0,100,Código corregido de 0740 a Q740
1538,Síndrome acro-reno-ocular,Q878,Q87.8,True,Alta,,Síndrome acro-reno-ocular,Q87.8,100,Código corregido de 0878 a Q878
1539,Síndrome ADULT,Q872,Q87.2,True,Alta,,Síndrome ADULT,Q87.2,100,Código corregido de 0872 a Q872
1540,Síndrome Alport - leiomiomatosis difusa ligado al cromosoma X,Q878,Q87.8,True,Alta,,Síndrome de Alport ligado al cromosoma X-leiomiomatosis difusa,Q87.8,100,Código corregido de 0878 a Q878
1541,Síndrome ANE,Q878,Q87.8,True,Alta,,Síndrome ANE,E23.0,100,Código corregido de 0878 a Q878
1542,Síndrome angio-osteo-hipertrófico,Q872,Q87.2,True,Alta,,Síndrome angio-osteo-hipertrófico,,100,Código corregido de 0872 a Q872
1544,Síndrome AREDYLD,Q878,Q87.8,True,Alta,,Síndrome AREDYLD,Q87.8,100,Código corregido de 0878 a Q878
1545,Síndrome autoinflamatorio familiar por frío,L502,L50.2,True,Alta,,Urticaria familiar por frío,L50.2,100,
1547,Síndrome blefaro facio esquelético,Q878,Q87.8,True,Alta,,Síndrome blefaro-facio-esquelético,,100,Código corregido de 0878 a Q878
1550,Síndrome BOR,Q878,Q87.8,True,Alta,,Síndrome BOR,Q87.8,100,Código corregido de 0878 a Q878
1551,Síndrome branquio-esqueleto-genital,Q878,Q87.8,True,Alta,,Síndrome branquio-esqueleto-genital,Q87.8,100,Código corregido de 0878 a Q878
1552,Síndrome branquio-óculo-facial,Q188,Q18.8,True,Alta,,Síndrome branquio-óculo-facial,Q18.8,100,Código corregido de 0188 a Q188
1553,Sindrome CACH,E752,E75.2,True,Alta,,Síndrome CACH,E75.2,100,
1555,Sindrome CDG tipo la,E778,E77.8,True,Alta,,Trastorno congénito de la glicosilación,E77.8,100,
1556,Síndrome CDG tipo lb,E778,E77.8,True,Alta,,Trastorno congénito de la glicosilación,E77.8,100,
1557,Síndrome CDG tipo Ic,E778,E77.8,True,Alta,,ALG6-CDG,E77.8,100,
1558,Sindrome CDG tipo lih,E778,E77.8,True,Alta,,Trastorno congénito de la glicosilación,E77.8,100,
1559,Síndrome CEDNIK,Q828,Q82.8,True,Alta,,Síndrome CEDNIK,Q82.8,100,Código corregido de 0828 a Q828
1564,Síndrome CHARGE,Q878,Q87.8,True,Alta,,Síndrome CHARGE,Q87.8,100,Código corregido de 0878 a Q878
1565,Síndrome CINCA,G031,G03.1,True,Alta,,Síndrome CINCA,E85.0,100,
1566,Sindrome CLAPO,Q873,Q87.3,True,Alta,,Síndrome CLAPO,Q87.3,100,Código corregido de 0873 a Q873
1568,Síndrome CODAS,Q878,Q87.8,True,Alta,,Síndrome CODAS,Q87.8,100,Código corregido de 0878 a Q878
1569,Síndrome COFS,Q871,Q87.1,True,Alta,,Síndrome COFS,Q87.1,100,Código corregido de 0871 a Q871
1570,Sindrome craneofacial-sordera-mano,Q870,Q87.0,True,Alta,,Síndrome craneofacial-sordera-mano,Q87.0,100,Código corregido de 0870 a Q870
1571,Síndrome CREST,M341,M34.1,True,Alta,,Síndrome CREST,M34.1,100,
1572,Síndrome de Aarskog-Scott,Q871,Q87.1,True,Alta,,Síndrome de Aarskog-Scott,Q87.1,100,Código corregido de 0871 a Q871
1573,Síndrome de Aase-Smith,Q878,Q87.8,True,Alta,,Síndrome de Aase-Smith,Q87.8,100,Código corregido de 0878 a Q878
1574,Síndrome de Abruzzo Erickson,Q878,Q87.8,True,Alta,,Síndrome de Abruzzo-Erickson,Q87.8,100,Código corregido de 0878 a Q878
1575,Sindrome de Ackerman,K002,K00.2,True,Alta,,Dermatitis granulomatosa intersticial con artritis,L30.8,100,
1576,Síndrome de Aicardi,Q040,Q04.0,True,Alta,,Síndrome de Aicardi,Q04.0,100,Código corregido de 0040 a Q040
1577,Sindrome de Aicardi-Goutieres,G318,G31.8,True,Alta,,Síndrome de Aicardi,Q04.0,100,
1580,Síndrome de Allan-Herndon-Dudley,E031,E03.1,True,Alta,,Síndrome de Allan-Herndon-Dudley,G31.8,100,
1581,Síndrome de Alpers,G318,G31.8,True,Alta,,Síndrome de Alpers-Huttenlocher,G31.8,100,
1582,Síndrome de Alport,Q878,Q87.8,True,Alta,,Síndrome de Alport,Q87.8,100,Código corregido de 0878 a Q878
1584,Síndrome de Ambras,Q842,Q84.2,True,Alta,,Hipertricosis congénita generalizada tipo Ambras,Q84.2,100,Código corregido de 0842 a Q842
1587,Sindrome de aneurisma aórtico de tipo Loeys-Dietz,Q874,Q87.4,True,Alta,,Síndrome de Loeys-Dietz,Q87.4,100,Código corregido de 0874 a Q874
1588,Sindrome de Angelman,Q935,Q93.5,True,Alta,,Síndrome de Angelman,Q93.5,100,Código corregido de 0935 a Q935
1592,Síndrome de Antley-Bixler,Q870,Q87.0,True,Alta,,Síndrome de Antley-Bixler,Q87.8,100,Código corregido de 0870 a Q870
1593,Sindrome de Apert,Q870,Q87.0,True,Alta,,Síndrome de Apert,Q87.0,100,Código corregido de 0870 a Q870
1596,Síndrome de Atkin Flaitz Patil Smith,Q878,Q87.8,True,Alta,,Síndrome de Atkin-Flaitz,Q87.8,100,Código corregido de 0878 a Q878
1598,Síndrome de Axenfeld-Rieger,Q138,Q13.8,True,Alta,,Síndrome de Axenfeld-Rieger,Q13.8,100,Código corregido de 0138 a Q138
1599,Síndrome de Ballard (Braquidactilia tipo B y C combinadas),Q738,Q73.8,True,Alta,,Síndrome C,Q87.8,100,Código corregido de 0738 a Q738
1600,Síndrome de Bamforth,E031,E03.1,True,Alta,,Síndrome de Bamforth,E03.1,100,
1601,Síndrome de Bangstad,E318,E31.8,True,Alta,,Síndrome de Bangstad,E31.8,100,
1602,Síndrome de Banki,Q681,Q68.1,True,Alta,,Síndrome de Banki,Q68.1,100,Código corregido de 0681 a Q681
1604,Síndrome de Barber Say,Q870,Q87.0,True,Alta,,Síndrome de Barber-Say,Q87.0,100,Código corregido de 0870 a Q870
1605,Síndrome de Bardet-Biedl,Q878,Q87.8,True,Alta,,Síndrome de Bardet-Biedl,Q87.8,100,Código corregido de 0878 a Q878
1606,Síndrome de Barth,E711,E71.1,True,Alta,,Síndrome de Barth,E71.1,100,
1607,Síndrome de Bartsocas-Papas,Q872,Q87.2,True,Alta,,Síndrome de Bartsocas-Papas,Q87.2,100,Código corregido de 0872 a Q872
1609,Síndrome de Basan,Q828,Q82.8,True,Alta,,OBSOLETO: Síndrome de displasia ectodérmica-dermatoglifos ausentes,,100,Código corregido de 0828 a Q828
1610,Síndrome de Bazex,L851,L85.1,True,Alta,,Síndrome de Bazex,L44.8,100,
1611,Sindrome de Bazex-Dupre-Christol,L988,L98.8,True,Alta,,Síndrome de Bazex,L44.8,100,
1612,Síndrome de Beckwith-Wiedemann,Q873,Q87.3,True,Alta,,Síndrome de Beckwith-Wiedemann,Q87.3,100,Código corregido de 0873 a Q873
1613,Sindrome de Beemer Ertbruggen,Q878,Q87.8,True,Alta,,Síndrome de Beemer-Ertbruggen,Q87.8,100,Código corregido de 0878 a Q878
1614,Síndrome de Bencze,Q674,Q67.4,True,Alta,,Síndrome de Bencze,Q67.4,100,Código corregido de 0674 a Q674
1615,Sindrome de Berant,Q878,Q87.8,True,Alta,,Síndrome de craneosinostosis-hidrocefalia-malformación de Chiari 1-sinostosis radiocubital,Q87.8,100,Código corregido de 0878 a Q878
