Número,Nombre_Enfermedad,Código_CIE10,Observaciones
2212,Enfermedad de Kawasaki.,M303,
2213,Síndrome cerebrofrontofacial de Baraister-Winter,Q870,Código corregido de 0870 a Q870
2214,Asociación VACTERL,Q872,Código corregido de 0872 a Q872
2215,Complejo OIES.,Q648,Código corregido de 0648 a Q648
2216,Discapacidad intelectual relacionada con SYNGAP1.,F790,
2217,Neurodeqeneración con acumulación de hierro cerebral 1,G230,
2218,Paramiotonía congénita,G711,
2219,Enfermedad de Thomsen y Becker,G711,
2220,Síndrome de Dravet,G404,
2221,Duplicación parcial del cromosoma 17q.,Q935,
2222,Miopatia necrotizante inmunomediada.,G724,
2223,Adrenoleucodistrofia neonatal.,E713,
2224,Porfiria Hepática Aguda,E802,
2225,Deficiencia de aminoácido aromático descarboxilasa,E708,
2226,Encefalitis troncoencefálica de Bickerstaff,G610,
2227,Otras encefalitis autoinmunes,G048,
2228,Mielitis Trasversa Aguda (ATM),G373,
2229,Síndrome epiléptico por infección febril (FIRES),G405,
2230,Leucoencefalitis esclerosante subaquda (PEES),A811,
2231,Coreoacantocitosis,E786,
2232,Miotonía con respuesta a la acetazolamida o miotonía agravada por potasio,G711,
2233,Colanqitis esclerosante primaria,K759,
2234,Micosis Funqoide,C840,
2235,Enfermedad relacionada con IgG4,D898,
2236,Amiloidosis hereditaria asociada a Transtiretina,E852,
2237,Desorden del Espectro de Anticuerpos anti-MOG,G058,
2238,Encefalomielitis Aguda Diseminada,G040,
2239,Ceroidolipofuscinosis Neuronal,E754,
2240,Enfermedad de Lafora,G403,
2241,Síndrome de Dejerinne Sottas (DSD),G600,
2242,Trastorno del metabolismo del piruvato,E744,
2243,Hiperekplexia hereditaria,G258,
2244,Tumor maligno neuroendocrino metastásico de origen desconocido,C759,
2245,Osteosarcoma,C419,
2246,Purpura Trombocitopénica Trombófica (P I I),D695,
2247,Psoriasis Pustulosa Generalizada,L401,
